lambda,1,2,3,4,5,6,7,8,9,10,11
240.9517477,4.6,11.06153846,13.5,15.87692308,16.36923077,8.469230769,5.061538462,5.976923077,11.84615385,13.86923077,6.361538462
241.1689823,9.476923077,9.6,16.63846154,11.32307692,7.915384615,9.415384615,15.71538462,10.85384615,5.084615385,13.04615385,13.64615385
241.386207,16.13846154,2.184615385,11.47692308,17.18461538,3.030769231,7.069230769,10.53846154,7.430769231,16.52307692,12.07692308,20.70769231
241.6034217,9.238461538,6.9,12.16153846,12.69230769,8.184615385,12.96923077,10.83846154,17.00769231,14.03076923,12.5,14.38461538
241.8206264,6.992307692,5.223076923,13.20769231,11.91538462,8.553846154,10.71538462,12.63076923,12.84615385,8.469230769,15.79230769,10.24615385
242.0378213,12.07692308,15.74615385,14.21538462,13.77692308,14.18461538,7.684615385,13.87692308,13.53846154,9.492307692,23.73076923,10.35384615
242.2550061,6.615384615,9.953846154,8.476923077,8.346153846,16.4,11.18461538,6.984615385,5.738461538,13.63846154,14.53076923,5.346153846
242.4721811,13.24615385,4.815384615,15.36153846,14.11538462,10.06923077,15.26153846,8.546153846,9.738461538,7.576923077,14.76923077,7.446153846
242.689346,6.276923077,17.26153846,13.32307692,14.58461538,7.592307692,9.653846154,8.223076923,10.51538462,18.31538462,10.35384615,7.376923077
242.9065011,23.84615385,13.70769231,13.95384615,5.484615385,6.976923077,13.25384615,9.292307692,0.961538462,13.6,17.43076923,7.915384615
243.1236461,11.5,5.092307692,11.33846154,10.88461538,3.892307692,5.869230769,12.4,0.915384615,7.446153846,11.88461538,6.907692308
243.3407812,13.18461538,10.69230769,9.030769231,12.44615385,16.21538462,11.68461538,10.90769231,17.63846154,14.56153846,11.96153846,10.63846154
