lambda,1,2,3,4,5,6,7,8,9,10
237.9094216,18.90769231,20.76153846,7.361538462,5.415384615,6.807692308,16.63076923,15.73846154,6.5,8.230769231,14.26153846
238.126795,17.13846154,9.146153846,9.076923077,11.26923077,17.93846154,15.20769231,9.269230769,16.02307692,10.76923077,6.7
238.3441586,17.40769231,8.276923077,12.36923077,8.738461538,12.81538462,14.4,15,10.02307692,5.8,9.984615385
238.5615122,11.43076923,11.63076923,9.530769231,16.56923077,14.81538462,14.37692308,16.56153846,12.99230769,8.407692308,12.83076923
238.7788559,9.246153846,6.376923077,6.130769231,8.2,10.73076923,11.93076923,18.6,11.2,14.26923077,5.892307692
238.9961897,7.1,14.16923077,16.33846154,10.56153846,12.36153846,12.19230769,10.95384615,3.538461538,9.7,8.976923077
239.2135136,8.723076923,9.984615385,7.969230769,7.630769231,16.57692308,7.469230769,12.08461538,6.207692308,8.215384615,13.11538462
239.4308276,17,8.223076923,11.46153846,16.65384615,15.88461538,17.26153846,8.092307692,8.115384615,7.738461538,9.884615385
239.6481317,20.22307692,13.28461538,8.938461538,5.930769231,11.22307692,11.71538462,13.94615385,12.29230769,8.184615385,14.75384615
239.8654259,9.561538462,6.315384615,8.776923077,11.42307692,20.33076923,20.20769231,18.65384615,11.83846154,6.753846154,17.00769231
240.0827101,17.53846154,19.71538462,6.153846154,7.969230769,17.61538462,21.97692308,20.44615385,6.592307692,7.307692308,8.723076923
240.2999844,12.78461538,11.50769231,17.11538462,7.953846154,6.461538462,14.15384615,7.246153846,14.53076923,16.10769231,24.08461538
240.5172488,8.553846154,7.269230769,8.430769231,4.153846154,15.91538462,8.653846154,11.23076923,5.807692308,17.46153846,10.95384615
240.7345032,10.7,6.930769231,17.44615385,16.02307692,18.53076923,13.70769231,15.98461538,14.96923077,7.153846154,10.4
240.9517477,8.684615385,15.2,8.153846154,13.87692308,20.19230769,11.52307692,22.86153846,17.47692308,14.60769231,22.61538462
241.1689823,23.53846154,15.64615385,13.68461538,16.49230769,5.9,24.17692308,12.64615385,12.03846154,19.57692308,15.81538462
241.386207,13.61538462,12.2,9.753846154,8.215384615,9.838461538,19.17692308,18.56153846,16.40769231,12.39230769,9.853846154
241.6034217,17.31538462,20.41538462,13.54615385,6.230769231,15.85384615,12.71538462,14.14615385,15.11538462,13.23846154,11.3
241.8206264,13.60769231,7.461538462,6.092307692,14.2,14.04615385,7.092307692,10.50769231,15.68461538,9.915384615,19.48461538
