lambda,1,2,3,4,5,6,7,8,9,10,11
327.0270589,12.75384615,25.51538462,19.28461538,17.7,12.74615385,14.34615385,11.26923077,9.215384615,15.94615385,15.90769231,15.31538462
327.2401259,19.17692308,17.2,23.1,13.19230769,19.32307692,19.53846154,16.63846154,14.35384615,25.32307692,22.26153846,24.63076923
327.4531821,9.453846154,12.58461538,14.52307692,17.28461538,17.55384615,4.538461538,12.97692308,13.32307692,18.23076923,12.03846154,14.83846154
327.6662274,14,18.73076923,21.76923077,11.69230769,11.93076923,14.52307692,10.8,28.2,11.35384615,13.66153846,14.41538462
327.8792617,10.7,12.20769231,20.8,13.35384615,8.338461538,16.52307692,16.26153846,15.14615385,13.56153846,19.37692308,18.16153846
328.0922851,13.66923077,23.04615385,16.08461538,15.68461538,23.33076923,19.63846154,16.98461538,14.42307692,13.72307692,22.13846154,17.25384615
328.3052977,8.746153846,6.692307692,10.33846154,20.73076923,18.44615385,9.161538462,13.1,4.469230769,8.884615385,14.65384615,17.03076923
328.5182993,22.07692308,24.13076923,23.6,11.76923077,17.06153846,8.553846154,28.98461538,16.50769231,11.06923077,18.26923077,27.1
328.73129,14.49230769,11.64615385,9.376923077,24.37692308,2.592307692,4.638461538,13.07692308,11.79230769,11.28461538,19.55384615,13.03076923
328.9442698,13.72307692,20.13076923,26.45384615,18.66153846,15.77692308,12.37692308,12.91538462,13.81538462,13.28461538,13.46153846,19.57692308
329.1572386,5.269230769,18.5,15.21538462,18.06153846,12.36923077,11.16923077,10.65384615,20.27692308,14.03846154,17.17692308,17.96923077
329.3701965,20.56923077,11.29230769,24.87692308,15.86153846,15.05384615,11.19230769,13.51538462,20.5,21.90769231,22.07692308,17.72307692
329.5831435,25.67692308,7.030769231,13.86153846,17.04615385,17.68461538,9.253846154,20.73076923,14.39230769,15.8,16.58461538,20.42307692
329.7960796,12.16923077,27.55384615,17.46923077,13.02307692,20.13076923,16.02307692,21.62307692,25.89230769,18.2,29.23076923,20.35384615
330.0090047,11.36923077,15.11538462,19.35384615,11.66923077,8.661538462,13.38461538,15.22307692,10.60769231,11.53076923,18.45384615,17.39230769
330.2219189,15.06153846,21,13.89230769,20.06153846,21.23076923,24.14615385,20.95384615,30.1,20.90769231,25.74615385,23.64615385
330.4348222,6.169230769,10.23076923,13.97692308,13.43846154,20.14615385,9.161538462,16.53076923,22.74615385,14.14615385,12.23076923,15.29230769
330.6477145,19.00769231,10.2,19.27692308,19.73076923,27.13076923,11.33846154,14.86923077,21.26923077,15.86923077,28.13076923,17.07692308
330.8605959,11.76153846,22.6,25.66153846,22.92307692,14.64615385,9.692307692,12.31538462,16.62307692,16.15384615,14.66153846,13.06153846
331.0734663,14.08461538,22.5,9.361538462,19.11538462,7.953846154,12.72307692,20.03076923,19.94615385,17.82307692,21.75384615,13.04615385
331.2863258,14.76923077,8.423076923,7.076923077,9.584615385,17.23076923,8.392307692,8.838461538,17.86923077,18.94615385,21.03846154,14.70769231
331.4991744,15.41538462,21.03846154,18.30769231,13.96153846,10.22307692,21.43846154,19.22307692,22.27692308,20.40769231,31.63076923,11.27692308
331.7120119,10.01538462,8.638461538,15.18461538,14.55384615,11.05384615,21.62307692,13.48461538,14.8,12.72307692,19.46153846,30.46923077
331.9248386,21.18461538,21.8,16.53846154,10.96923077,17.23076923,13.95384615,26.85384615,19.02307692,16.64615385,16.13076923,22.95384615
332.1376542,12.84615385,9.638461538,16.41538462,23.09230769,4.907692308,16.62307692,12.96153846,20,16.60769231,11.25384615,15.12307692
332.350459,20.58461538,19,26.66923077,19.28461538,11.07692308,17.50769231,10.53076923,18.54615385,21.86923077,20.46923077,18.16153846
332.5632527,21.38461538,7.492307692,16.55384615,20.33846154,10.2,14.92307692,11.63076923,7.415384615,8.076923077,9.392307692,17.91538462
332.7760355,22.27692308,15.36153846,18.14615385,25.93076923,9.292307692,16.61538462,15.59230769,18.1,9.015384615,24.38461538,18.51538462
332.9888073,18.65384615,7.607692308,20.15384615,8.992307692,13.85384615,19.79230769,16.09230769,15.56923077,10.70769231,14.05384615,15.75384615
333.2015682,8.623076923,21.47692308,12.56923077,13.11538462,15.36153846,14.17692308,24.23076923,23.3,17.45384615,18.15384615,15.99230769
333.4143181,11.77692308,12.38461538,13.96153846,21.26153846,19.12307692,12.61538462,8.492307692,10.86923077,11.90769231,20.13846154,8.953846154
333.627057,9.938461538,18.12307692,26.16923077,18.3,13.76153846,16.32307692,24.52307692,18.7,11.6,23.46153846,17.05384615
333.8397849,11.35384615,17.21538462,13.35384615,10.86923077,14.22307692,9.115384615,17.54615385,14.46923077,17.24615385,14.1,14.5
334.0525019,10.9,7.776923077,25.36153846,13.02307692,14.81538462,16.74615385,19.83076923,19.89230769,19.36153846,15.70769231,23.56923077
334.2652078,14.65384615,11.61538462,15.09230769,15.73076923,13.47692308,11.16153846,13.99230769,14.46153846,21.34615385,28.41538462,20.08461538
334.4779028,21.56923077,12.61538462,17.23076923,21.59230769,13.56153846,19.52307692,22.66153846,10.78461538,18.24615385,25.06153846,12.18461538
334.6905868,18.81538462,16.39230769,6.9,9.569230769,12.74615385,14.63846154,16.78461538,8.823076923,20.75384615,19.26923077,14.43076923
334.9032598,16.01538462,15.47692308,13.03846154,7.676923077,17.03076923,16.19230769,15.23846154,20.38461538,22.36153846,18.46153846,7.253846154
335.1159219,3.646153846,8.546153846,16.04615385,14.23846154,13.51538462,14.23846154,8.238461538,11.39230769,16.37692308,12.56153846,12.36153846
335.3285729,16.6,19.09230769,16.46923077,13.73076923,18.33076923,18.36923077,19.03076923,15.06153846,16.63076923,25.75384615,19.55384615
335.5412129,18.47692308,16.41538462,24.06923077,11.85384615,14.60769231,7.076923077,5.961538462,19.13846154,16.4,15.75384615,9.392307692
335.753842,17.36923077,21.6,27.6,17.06153846,16.83076923,21.26153846,12.46153846,15.34615385,21.66923077,22.83076923,17.40769231
335.96646,4.476923077,9.576923077,6.015384615,6.623076923,11.13076923,13.89230769,11.33076923,10.55384615,16.58461538,10.36923077,15.81538462
336.1790671,25.46923077,16.23846154,20.02307692,13.5,27.63076923,8.946153846,17.38461538,15.9,30.14615385,12.75384615,20.25384615
336.3916631,14.84615385,16.86923077,9.115384615,11.06923077,15.60769231,4.807692308,12.62307692,12.11538462,16.13076923,12.49230769,24.75384615
336.6042481,9.853846154,11.56153846,13.11538462,8.569230769,11.05384615,27.06153846,12.48461538,12.22307692,20.46923077,21.93076923,28.96153846
336.8168221,11.56153846,19.56153846,23.26923077,15.4,11.36153846,15.2,11.15384615,23.24615385,11.9,19.47692308,21.99230769
337.0293851,19.97692308,13.84615385,24.66923077,14.51538462,25.56923077,11.05384615,15.32307692,15.10769231,11.85384615,25.45384615,21.97692308
337.2419371,14.01538462,9.330769231,18.96153846,11.58461538,10.26923077,11.42307692,15.66923077,10.05384615,11.62307692,12.64615385,18.49230769
337.4544781,20.36923077,21.58461538,15.96153846,21.36153846,15.72307692,18.3,26.17692308,13.76923077,12.26923077,21.83076923,22.51538462
337.667008,16.57692308,3.815384615,14.44615385,21.83076923,15.96923077,14.76153846,15.28461538,15.80769231,10.26923077,18.15384615,15.56923077
337.8795269,14.74615385,23.00769231,15.27692308,18.70769231,17.21538462,19.5,17.52307692,15.93846154,23.42307692,22.05384615,16.17692308
338.0920348,9.346153846,17.4,15.39230769,18.8,10.52307692,16.23846154,20.98461538,11.96923077,16.23076923,18.07692308,10.90769231
338.3045317,17.11538462,9.015384615,11.34615385,15.36153846,13.73846154,11.80769231,21.29230769,15.4,11.96153846,17.93076923,21.4
338.5170176,23.66923077,10.12307692,11.85384615,15.02307692,20.82307692,8.207692308,9.838461538,13.41538462,13.16153846,20.38461538,18.59230769
338.7294924,15.77692308,10.02307692,29.90769231,13.9,23.92307692,8.746153846,11.24615385,12.65384615,16.59230769,18.53076923,24.05384615
338.9419562,12.22307692,18.36153846,14.33076923,15.57692308,16.06923077,18.32307692,23.75384615,16.36153846,12.36153846,6.746153846,16.66923077
339.1544089,26.72307692,11.88461538,11.73076923,19.12307692,10.40769231,10.34615385,6.969230769,26.6,20.28461538,16.35384615,14.21538462
339.3668506,11.07692308,8.276923077,18.77692308,18.03846154,15.15384615,14.9,13.77692308,15.74615385,10.55384615,8.661538462,17.41538462
339.5792813,17.23846154,22.3,18.8,22.39230769,19.72307692,16.16153846,1.907692308,22.3,22.83076923,14.08461538,30.8
339.7917009,12.93076923,8.730769231,13.18461538,10.66923077,6.061538462,10.86153846,11.07692308,17.81538462,7.284615385,12.3,11.79230769
340.0041095,23.3,22.3,14.20769231,17.69230769,19.45384615,14.32307692,14.14615385,25.00769231,10.24615385,21.00769231,20.62307692
340.216507,13.51538462,15.21538462,12.78461538,17.39230769,15.66153846,7.9,18.7,18.70769231,13.47692308,15.26923077,9.238461538
340.4288935,22.86923077,14.8,25.86923077,17.01538462,12.90769231,15.18461538,20.38461538,18.75384615,16.94615385,22.66153846,16.9
340.6412689,15.16153846,10.81538462,11.55384615,17.61538462,15.47692308,8.153846154,27.98461538,14.37692308,14.54615385,13.65384615,11.96923077
340.8536332,9.230769231,17.82307692,20.34615385,8.969230769,10.66923077,18.32307692,12.24615385,18.30769231,20.56923077,20.85384615,20.04615385
341.0659865,7.246153846,13.77692308,16.86923077,4.492307692,13.76923077,12.03076923,12.29230769,9.8,8.261538462,7.723076923,17.23846154
341.2783288,23.19230769,12.77692308,21.90769231,13.54615385,19.97692308,14.76153846,28.66923077,18.8,14.4,13.88461538,18.72307692
341.49066,17.26923077,15.61538462,24.25384615,23.61538462,15.95384615,10.36923077,14.23846154,15.92307692,13.53846154,17.03076923,18.88461538
341.7029801,20.06923077,7.269230769,19.65384615,17.56923077,9.4,16.28461538,10.68461538,22.1,31.13076923,30.55384615,20.16923077
341.9152891,12.64615385,10.76153846,16.57692308,13.62307692,17.04615385,14.3,17.4,13.42307692,23.76923077,13.93846154,15.46153846
342.1275871,18.36923077,12.91538462,27.62307692,26.53076923,23.52307692,15.24615385,18.88461538,17.40769231,21.52307692,20.83076923,18.7
342.339874,13.97692308,10.05384615,20.14615385,15.35384615,14.39230769,11.94615385,9.723076923,19.66923077,9.784615385,9.753846154,11.4
342.5521498,23.06923077,16.74615385,19.24615385,23.19230769,16.06153846,12.96923077,22.72307692,18.4,18.84615385,22.98461538,7.215384615
342.7644146,12.52307692,5.092307692,11.88461538,9.353846154,7.215384615,7.784615385,25.68461538,9.207692308,14.89230769,19.28461538,20.85384615
342.9766683,15.45384615,19,18.83076923,22.51538462,12.22307692,12.67692308,31.78461538,19.88461538,12.26153846,15.1,19.16923077
343.1889108,15.88461538,11.83076923,13.1,11.39230769,16.99230769,11.56923077,15.26153846,15.85384615,8.661538462,13.38461538,17.37692308
343.4011424,21.93846154,18.3,6.107692308,22.72307692,15.00769231,16.04615385,15.15384615,19.8,16.85384615,16.96153846,14.19230769
343.6133628,13.34615385,8.7,22.92307692,18.81538462,13.86153846,13.87692308,16.41538462,12.53076923,18.86153846,14.06153846,16.43846154
343.8255721,20.46153846,18.23076923,19.05384615,23.23846154,24.16153846,14.86923077,26.51538462,12.94615385,15.70769231,20.21538462,20.38461538
344.0377703,17.54615385,20.41538462,18.23076923,17.02307692,8.053846154,12.04615385,10.8,15.11538462,6.438461538,18.33846154,18.08461538
344.2499575,21.57692308,16.15384615,18.35384615,21.24615385,19.82307692,14.04615385,22.03846154,20.49230769,19.7,17.19230769,10.15384615
344.4621335,10.82307692,14.35384615,22.04615385,9.076923077,13.36923077,14.8,19.16153846,15.60769231,11.92307692,31.98461538,14.09230769
344.6742984,20.36153846,10.8,13.61538462,19.63846154,31.63076923,24.3,24.02307692,15.05384615,18.46923077,28.13076923,13.84615385
344.8864523,10.63846154,15.01538462,16.16923077,16.16923077,18.82307692,16.07692308,24.98461538,19.81538462,15.66923077,21.27692308,8.930769231
345.098595,21.97692308,15.1,19.96923077,13.73076923,21.97692308,24.8,22.73846154,26.94615385,25.70769231,20.25384615,21.87692308
345.3107267,12.22307692,13.53846154,11.27692308,16.83846154,7.046153846,9.207692308,12.62307692,12.74615385,19.23076923,12.03076923,15.03846154
345.5228472,15.36923077,21.31538462,17.8,14.30769231,18.11538462,12.33076923,18.36923077,28.10769231,20.53076923,20.91538462,25.1
345.7349566,15.2,14.47692308,17.06923077,17.1,14.27692308,19.82307692,10.63846154,15.79230769,18.72307692,15.30769231,21.93076923
345.9470549,13.02307692,15.27692308,18.4,17.9,18.31538462,13.72307692,17.76153846,18,19.73076923,25.53076923,28.86923077
346.1591421,18.36153846,12.16153846,12.83076923,18.22307692,14.57692308,11.70769231,13.51538462,8.861538462,8.9,14.36923077,15.98461538
346.3712181,13.52307692,17.76923077,27.77692308,19.48461538,9.407692308,8.876923077,21.44615385,12.31538462,15.81538462,15.75384615,28.8
346.583283,16.93076923,19.87692308,9.746153846,12.96153846,11.4,13.27692308,11.91538462,22.54615385,23.10769231,24.61538462,18.48461538
346.7953369,22.13076923,13.53076923,20.84615385,24.66153846,21.67692308,21.97692308,23.18461538,14.3,23.26153846,17.75384615,16.65384615
347.0073796,10.99230769,14.33076923,21.06923077,15.86923077,15.87692308,9.3,15.08461538,13.09230769,16.32307692,15.66923077,18.04615385
347.2194111,20.32307692,16.56923077,14.88461538,30.33076923,16.56153846,8.753846154,22.14615385,20.00769231,20.30769231,26.01538462,14.51538462
347.4314315,9.630769231,11.33076923,11.41538462,18.54615385,14.56153846,10.77692308,11.69230769,14.47692308,3.853846154,17.73846154,15.67692308
347.6434408,16.78461538,19.83846154,16.85384615,18.04615385,19.02307692,14.01538462,22.05384615,21.91538462,16.63076923,22.93076923,25.7
347.855439,1.792307692,16.46923077,12.10769231,11.71538462,16.30769231,18.96153846,20.57692308,14.46923077,14.03076923,18.18461538,12.15384615
348.067426,21.96923077,21.26153846,22.66923077,22.28461538,21.03076923,22.03846154,18.98461538,28.9,18.63846154,30.33076923,23.2
348.2794019,15.26153846,12.07692308,25.76923077,11.12307692,11.13076923,7.553846154,19.2,12.64615385,11.37692308,8.692307692,17.43076923
348.4913666,7.653846154,11.05384615,24.16923077,19.37692308,24.33076923,17.05384615,16.31538462,28.1,19.92307692,10.81538462,23.43076923
348.7033202,16.71538462,11.66923077,15.56923077,21.46153846,20.07692308,6.915384615,9.3,13.47692308,18.9,17.89230769,16.34615385
348.9152627,18.06153846,19.84615385,22.96923077,7.669230769,11.48461538,16.27692308,23.86153846,15.09230769,21.63076923,23.96153846,21.46923077
349.127194,14.68461538,11.32307692,7.915384615,15.58461538,14.38461538,16.69230769,12.47692308,12.68461538,15.14615385,24.83846154,20.99230769
349.3391141,14.30769231,16.23076923,20.94615385,22.99230769,18.45384615,18.67692308,9.153846154,17.96923077,17.86923077,15.83846154,22.26923077
349.5510231,11.80769231,16.99230769,9.953846154,11.00769231,9.469230769,12.69230769,18.07692308,16.83846154,18.97692308,14.93076923,19.9
349.7629209,25.47692308,22.5,22.90769231,16.69230769,19.34615385,11.50769231,22.65384615,16.07692308,21.16153846,23.86153846,20.19230769
349.9748076,10.10769231,9.4,17.46923077,15.84615385,9.438461538,9.553846154,14.39230769,13.41538462,10.51538462,25.33076923,11.50769231
350.1866831,24.38461538,14.69230769,17.98461538,12.00769231,16.30769231,15.11538462,24.05384615,16.46153846,26.80769231,27.33076923,12.13846154
350.3985474,19.05384615,14.13846154,8.476923077,15.46153846,10.46153846,15.28461538,14.94615385,17.51538462,19.43846154,25.65384615,19.36923077
350.6104006,15.09230769,19.6,16.94615385,15.99230769,14.9,12.33846154,14.83846154,21.6,19.14615385,17.98461538,27.76153846
350.8222426,9.423076923,11.59230769,9.984615385,21.73076923,12.65384615,9.030769231,20.7,16.00769231,17.42307692,8.338461538,18.75384615
351.0340734,14.99230769,15.8,21.57692308,27.93076923,15.36923077,16.92307692,20.65384615,8.261538462,27.60769231,26.76153846,12.57692308
351.2458931,14.13076923,19.74615385,5.861538462,18.96923077,14.82307692,21.52307692,10.96153846,19.5,21.64615385,10.90769231,21.49230769
351.4577016,11.63846154,17.40769231,9.176923077,17.10769231,17.4,18.67692308,23.73076923,21.8,9.030769231,24.43846154,19.06923077
351.6694989,11.34615385,17.35384615,19.60769231,14.31538462,11.2,12.37692308,14.32307692,23.16923077,15.74615385,20.08461538,21.68461538
351.881285,12.16923077,14.4,28.42307692,24.78461538,26.56153846,14.19230769,20.45384615,22.7,24.32307692,24.41538462,13.03846154
352.0930599,24.57692308,10.42307692,5.469230769,12.02307692,14.80769231,19.33846154,11.76923077,7.769230769,18.80769231,25.51538462,29
352.3048237,15.65384615,26.10769231,20.73076923,29.73846154,15.90769231,15.1,18.88461538,28.10769231,23.43076923,24.43076923,19.81538462
352.5165763,10.2,12.53846154,9.323076923,13.69230769,14.17692308,8.853846154,10.15384615,15.97692308,11.41538462,20.33846154,13.35384615
352.7283176,23.38461538,23.56923077,14.46153846,26.43076923,13.86153846,16.41538462,21.56153846,17.9,21.13846154,19.75384615,23.9
352.9400478,10.60769231,11.16153846,16.18461538,15.38461538,10.46153846,10.13076923,7.415384615,14.78461538,21.38461538,21.33076923,9.338461538
353.1517668,9.630769231,23.82307692,20.44615385,20.86153846,16.44615385,14.06153846,19.38461538,26.6,14.83076923,14.07692308,27.8
353.3634746,16.14615385,4.8,9.876923077,11.86923077,13.40769231,15.86923077,18.95384615,19.68461538,17.13076923,16.93076923,15.16153846
353.5751711,21.87692308,22.67692308,12.15384615,22.57692308,20.77692308,21.5,16.43076923,36.76923077,24.53846154,20.48461538,22.26923077
353.7868565,14.64615385,19.43846154,16.00769231,12.39230769,13.76923077,17.12307692,13.1,18.35384615,19.79230769,26.26153846,15.73846154
353.9985307,12.01538462,19.22307692,24.33076923,20.42307692,19.06923077,16.5,25.63076923,20.54615385,21.44615385,22.38461538,19.03076923
354.2101936,23.87692308,18.64615385,14.64615385,18.62307692,16.62307692,11.78461538,16.43076923,20.76923077,16.93846154,23.83076923,17.20769231
354.4218454,15.49230769,8.407692308,17.36153846,17.79230769,14.66923077,8.576923077,11.43846154,27,24.43076923,18.75384615,19.1
354.6334859,10.95384615,20.56153846,12.16153846,18.66153846,23.31538462,16.80769231,16.30769231,12.80769231,19.43076923,20.11538462,17.50769231
354.8451153,18.6,19.53846154,27.15384615,22.66153846,14.31538462,16.14615385,20.02307692,14.63076923,12.1,23.28461538,16.09230769
355.0567334,13.16153846,20.54615385,16.38461538,15.91538462,19.51538462,5.661538462,16.9,30.49230769,16.50769231,12.91538462,21.16153846
355.2683402,16.8,9.638461538,31.56923077,16.23846154,14.60769231,16.76153846,19.68461538,25.47692308,29.80769231,20.83076923,27.7
355.4799359,10.34615385,20.2,6.238461538,13.21538462,14.22307692,11.84615385,13.11538462,15.00769231,15.83846154,19.76923077,18.72307692
355.6915203,21.16153846,20.15384615,10.90769231,16.5,12.13076923,13.83846154,13.63076923,16.07692308,23.76923077,18.53076923,18.43076923
355.9030936,5.807692308,22.1,15.95384615,17.48461538,13.16153846,10.36153846,15.84615385,22.6,14.56153846,16.36153846,19.71538462
356.1146555,14.36153846,11.46923077,17.94615385,18.57692308,14.59230769,16.53846154,31.16923077,21.55384615,21.62307692,16.75384615,25.95384615
356.3262063,16.38461538,6.361538462,18.71538462,5.976923077,8.446153846,10.17692308,17.05384615,16.78461538,13.86923077,16.56153846,12.96153846
356.5377458,19.56923077,21.9,16.36153846,24.37692308,23.77692308,6.361538462,11.72307692,31.76923077,24.93846154,22.03076923,23.5
356.7492741,14.87692308,13.36923077,24.75384615,9.746153846,12.86923077,7.2,10.10769231,14.76923077,15.4,16.66923077,14.18461538
356.9607911,16.36153846,26.76923077,20.07692308,17.86923077,18.60769231,17.76153846,24.48461538,20.27692308,14.78461538,24.28461538,21.85384615
357.1722969,24.8,11.88461538,15.56923077,16.20769231,20.65384615,16.23846154,13.73846154,14.3,13.56153846,26.93076923,17.21538462
357.3837914,8.546153846,20.1,24.23076923,21.45384615,13.33076923,20.76153846,20.23076923,20.40769231,22.43076923,14.18461538,19.26923077
357.5952747,14.29230769,13.04615385,11.8,18.6,18.40769231,17,21.1,13.37692308,12.56923077,9.946153846,26.06923077
357.8067468,18.20769231,17.6,13.57692308,16.06153846,17.36153846,12.63076923,21.05384615,15.2,18,39.13076923,16.82307692
358.0182076,10.13076923,17.62307692,13.1,8.446153846,5.884615385,13,17.39230769,9.730769231,14.93076923,14.53846154,3.5
358.2296571,15.2,18.44615385,20.55384615,17.9,19.22307692,11.66153846,19.96923077,15.50769231,18.76153846,31.93076923,27.1
358.4410954,17.68461538,29.6,22.4,24.51538462,17.45384615,20.62307692,25.15384615,17.94615385,17.15384615,20.56153846,20.58461538
358.6525224,16.57692308,26.33076923,24.76923077,12.08461538,18.87692308,22.08461538,23.58461538,15.02307692,26.32307692,19.68461538,15.1
358.8639382,13.29230769,12.84615385,26.66923077,12.01538462,20.72307692,9.430769231,7.430769231,30.30769231,20.34615385,15.93846154,19.46923077
359.0753427,22.28461538,14.43846154,16.00769231,21.75384615,14.84615385,17.94615385,18.34615385,12.66923077,29.1,21.53846154,26.46923077
359.286736,13.66153846,9.292307692,12.32307692,13,13.85384615,8.092307692,16.32307692,17.01538462,14.77692308,14.98461538,10.60769231
359.4981179,9.423076923,14.51538462,23.03846154,15.39230769,19.63076923,19.5,24.16153846,19.50769231,17.46153846,15.09230769,14.82307692
359.7094886,22.27692308,10.18461538,12.47692308,22.58461538,17.66153846,14.82307692,16.86153846,11.26153846,22.60769231,7.215384615,11.53846154
359.920848,14.59230769,10.88461538,14.53076923,18.27692308,21.00769231,21.03076923,5.276923077,27.5,21.03076923,23.21538462,28.3
360.1321962,18.13846154,8.730769231,9.269230769,13.23846154,21.44615385,21.29230769,13.49230769,17.88461538,22.56153846,13.80769231,9.823076923
360.3435331,15.46923077,19.6,27.16923077,14.48461538,22.42307692,15.7,18.78461538,17.35384615,16.49230769,24.73076923,23.58461538
360.5548586,14.01538462,11.58461538,11.46153846,13.29230769,11.06153846,15.41538462,27.38461538,11.57692308,13.96153846,11.80769231,27.9
360.7661729,20.57692308,12.93076923,22.48461538,20.63846154,26.11538462,11.82307692,21.36923077,23.77692308,24.84615385,40.43076923,19.26923077
360.977476,19.97692308,18.41538462,20.14615385,16.7,13.12307692,13.35384615,10.03846154,13.24615385,17.83846154,18.99230769,18.45384615
361.1887677,19.68461538,14.18461538,13.18461538,18.26153846,25.77692308,27.22307692,11.52307692,19.46923077,16.92307692,21.63076923,17.99230769
361.4000481,19.72307692,10.96153846,22.04615385,19.83076923,14.27692308,16.92307692,5.976923077,10.55384615,6.884615385,19.43076923,17.81538462
361.6113173,14.84615385,14.13076923,24.96153846,25.22307692,12.27692308,18.56153846,17.46923077,12.60769231,20.02307692,24.56153846,18.81538462
361.8225751,19.61538462,16.54615385,16.37692308,14.96153846,9.092307692,6.253846154,11.46153846,13.57692308,21.74615385,14.85384615,16.55384615
362.0338217,10.96923077,19.80769231,25.90769231,23.50769231,8.838461538,24.12307692,25.23846154,21.27692308,28.73076923,19.56153846,19.39230769
362.2450569,16.06923077,10.07692308,15.15384615,17.4,15.13846154,16.51538462,12.69230769,15.34615385,13.13846154,19.15384615,16.73076923
362.4562809,18.01538462,21.61538462,22.14615385,17.19230769,10.66153846,23.3,18.67692308,15.22307692,15.78461538,23.25384615,31.8
362.6674935,18.43846154,18.13076923,10.25384615,19.36923077,15.73076923,15.43076923,17.63846154,15.81538462,10.21538462,24.23076923,19.92307692
362.8786949,16.26153846,27.48461538,20.48461538,22.43076923,18.46153846,14.12307692,19.76923077,20.64615385,18.40769231,13.76153846,26.16923077
363.0898849,13.59230769,12.33076923,22.98461538,20.78461538,12.13846154,19.56923077,15.16153846,11.03846154,12.33076923,17.68461538,11.75384615
363.3010636,13.84615385,17.94615385,16.41538462,11.19230769,11.6,18.67692308,20.42307692,23.3,21.4,18.86923077,25.76153846
363.512231,17.3,10.53846154,21.98461538,20.03846154,12.91538462,9.276923077,17.91538462,11.00769231,12.55384615,15.85384615,20.29230769
363.7233871,22.36153846,13.04615385,21.04615385,17.60769231,19.01538462,20.33076923,21.4,29.3,24.80769231,12.53846154,19.1
363.9345319,16.46923077,21.33076923,17.69230769,15.87692308,18.39230769,10.75384615,16.52307692,19.03076923,22.84615385,9.561538462,14.81538462
364.1456653,22.07692308,14.43076923,17.06923077,25.43076923,13.67692308,13.01538462,14.13076923,18.99230769,19.63076923,27.55384615,21.36153846
364.3567874,18.66923077,13.35384615,18.93076923,8.669230769,12.16153846,12.04615385,14.84615385,16.03076923,15.78461538,18.86153846,11.73076923
364.5678982,25.98461538,20.43846154,20.7,16.77692308,11.80769231,18.64615385,33.58461538,17.40769231,21.93076923,27.73076923,15.95384615
364.7789977,6.984615385,10.41538462,16.8,16.08461538,11.32307692,7.146153846,12.48461538,20.08461538,6.5,21.23846154,23.96153846
364.9900858,13.14615385,18.70769231,17.66923077,24.69230769,26.67692308,22,15.73846154,25.33846154,14.06153846,21.05384615,25.32307692
365.2011626,13.84615385,18.54615385,13.56153846,18.23076923,18.99230769,17.57692308,9.784615385,14.2,19.46153846,31.13076923,15.07692308
365.4122281,18.97692308,12.88461538,21.15384615,27.4,27.02307692,18.47692308,22.63076923,26,21.13076923,30.05384615,21.78461538
365.6232822,15.19230769,11.09230769,11.03076923,15.42307692,19.66153846,10.73846154,14.68461538,15.43846154,9.638461538,22.83846154,28.83076923
365.834325,25.08461538,25.1,26.04615385,14.04615385,16.43076923,19.56923077,24.05384615,23.98461538,20.53076923,16.88461538,19.74615385
366.0453564,15.56923077,28.3,8.946153846,10.12307692,12.45384615,13.09230769,14.43846154,25.95384615,22.52307692,19.75384615,18.76153846
366.2563765,27.48461538,21.2,15.43076923,16.05384615,21.74615385,23.17692308,26.76923077,21.32307692,14.19230769,13.84615385,20.5
366.4673853,15.34615385,16.63076923,8.715384615,22.03846154,6.246153846,13.15384615,14.06923077,21.30769231,12,10.70769231,26.5
366.6783827,12.33076923,26.2,26.16923077,22.73076923,18.72307692,7.561538462,16.42307692,13.14615385,14.29230769,14.93076923,18.4
366.8893687,13.16923077,15.31538462,13.39230769,11.6,11.53846154,9.961538462,20.2,13.71538462,22.23076923,14.56153846,17.98461538
367.1003434,17.48461538,15.68461538,16.24615385,19.49230769,17.12307692,16.03076923,27.98461538,31.9,28.30769231,28.03076923,27
367.3113067,14.36923077,18.18461538,8.230769231,14.27692308,19.81538462,15.12307692,15.95384615,15.63846154,12.65384615,20.50769231,20.46153846
367.5222587,15.56923077,24.17692308,27.73076923,13.36153846,16.33076923,13.6,23.55384615,22.9,28.16153846,29.43076923,16.30769231
367.7331993,14.96923077,19.68461538,19.85384615,15.92307692,10.76153846,15.46153846,21.40769231,8.838461538,24.44615385,16.23846154,22.12307692
367.9441285,18.20769231,20.01538462,19.83076923,22.93076923,22.03076923,18.24615385,24.28461538,24.70769231,23.04615385,22.03076923,12.87692308
368.1550464,10.79230769,6.461538462,13.62307692,9.776923077,12.80769231,22.1,9.407692308,10.15384615,16.72307692,24.23076923,20.72307692
368.3659529,15.16923077,24.5,29.2,15.58461538,17.17692308,20.69230769,17.73846154,15.46923077,25.74615385,17.13846154,18.91538462
368.576848,19.33076923,18.83846154,18.73846154,27.23076923,22.35384615,19.3,10.27692308,23.81538462,28.83076923,27.01538462,12.56923077
368.7877317,20.96153846,20.2,23.96923077,27.93076923,24.53076923,24.6,20.98461538,24.22307692,21.22307692,25.95384615,22.56153846
368.9986041,21.08461538,17.49230769,13.21538462,16.92307692,10.36923077,16.3,13.76153846,14.72307692,15.33846154,12.91538462,22.4
369.2094651,18.32307692,20.61538462,22.96923077,18.68461538,16.61538462,21.13846154,25.36923077,23.89230769,24.44615385,15.83076923,21.16153846
