lambda,1,2,3,4,5,6,7,8,9,10
243.1236461,11.94615385,13.08461538,12.35384615,12.28461538,9.046153846,10.86153846,10.90769231,12.84615385,6.923076923,16.89230769
243.3407812,17.57692308,11.60769231,11.84615385,7.561538462,19.96153846,18.28461538,19.74615385,12.07692308,20.1,13.93076923
243.5579064,19.38461538,10.11538462,7.392307692,7.507692308,16.10769231,9.207692308,11.15384615,11.53076923,3.423076923,9.092307692
243.7750216,17.43076923,14.61538462,12.59230769,16.00769231,12.82307692,15.96153846,12.46923077,10.44615385,7.761538462,7.046153846
243.9921268,12.61538462,10.13846154,13.1,4.015384615,10.07692308,12.58461538,12.84615385,14.61538462,11.32307692,8.615384615
244.2092221,15.95384615,15.09230769,16.45384615,14.37692308,13.15384615,16.08461538,13.95384615,15.43076923,11.98461538,17.09230769
244.4263073,11.38461538,14.54615385,11.66153846,12.16923077,14.10769231,5.146153846,24.44615385,14.12307692,19.72307692,10.60769231
244.6433826,19.84615385,23.01538462,17.22307692,8.476923077,9.476923077,16.4,22.74615385,14.92307692,18.95384615,13.83846154
244.860448,16.86153846,10.7,11.19230769,5.192307692,5.892307692,8.853846154,13.76153846,13.38461538,7.038461538,14.32307692
245.0775033,9.146153846,10.5,6.7,18.63076923,14.62307692,23.1,11.93076923,13.24615385,14.75384615,11.45384615
245.2945487,16.53076923,12.86923077,11.32307692,6.292307692,11.26153846,5.507692308,8.438461538,19.28461538,10.32307692,3.515384615
245.5115841,14.22307692,9.861538462,7.138461538,9.853846154,13.92307692,20.16923077,11.47692308,14,14.96153846,5.130769231
245.7286095,10.46923077,14.63846154,16.79230769,10.98461538,5.484615385,8.592307692,4.546153846,6.469230769,10.66923077,9.315384615
245.945625,13.30769231,13.58461538,11.17692308,20.90769231,15.7,9.138461538,21.44615385,12.29230769,19.03076923,4.761538462
246.1626304,13.55384615,14.58461538,5.4,10.54615385,10.76923077,15.7,10.06153846,12.03076923,10.08461538,7.761538462
246.3796258,20.56153846,9.007692308,18.73076923,10.05384615,6.423076923,16.81538462,18.08461538,22.24615385,18.66153846,9.061538462
246.5966113,13.8,13.24615385,9.946153846,6.938461538,5.784615385,6.684615385,15.13846154,10.10769231,13.76923077,13.83846154
246.8135867,12.82307692,9.353846154,7.307692308,10.76153846,13.70769231,10.26923077,12.5,9.138461538,10.16153846,14.44615385
247.0305522,9.269230769,14.47692308,11.60769231,18.63076923,5.730769231,23.7,18.48461538,6.815384615,7.715384615,8.561538462
247.2475076,16.30769231,16.13076923,19.57692308,12.26923077,6,22.22307692,19.96923077,13.84615385,20.53076923,8.953846154
