lambda,1,2,3,4,5,6,7,8,9,10,11
225.9387034,12.70769231,21.60769231,7.384615385,11.73076923,17.4,22.40769231,18.94615385,13.17692308,11.07692308,8.938461538,
226.1566178,11.86923077,14.7,10.84615385,13.74615385,17.20769231,15.52307692,14.32307692,9.369230769,7.384615385,14.26153846,
226.3745224,10.1,17.74615385,10.88461538,22.34615385,24,22.46923077,26.07692308,24.79230769,21.59230769,15.3,
226.5924172,15.50769231,11.70769231,5.961538462,10.03846154,8.661538462,9.784615385,17.70769231,13.72307692,8.384615385,8.653846154,
226.8103022,16.79230769,20.94615385,7.830769231,12.83076923,12.05384615,16.52307692,9.815384615,10.12307692,9.338461538,10.36923077,
227.0281775,11.62307692,13.50769231,7.307692308,16.18461538,13.26153846,5.161538462,14.86923077,9.638461538,8.561538462,8.584615385,
227.2460429,22.00769231,18.46153846,22.23076923,15.25384615,26.93076923,16.69230769,16.17692308,21.65384615,13.54615385,25.53076923,
227.4638986,11.81538462,14.00769231,7.984615385,12.59230769,12.73076923,17.49230769,4.715384615,9.807692308,14.8,10.19230769,
227.6817445,16.86923077,19.16153846,14.14615385,19.16923077,23.60769231,17.69230769,14.38461538,15.08461538,20.83076923,15.06923077,
227.8995807,17.4,10.84615385,10.97692308,13.01538462,11.81538462,9.953846154,14.96923077,7.407692308,22.17692308,18.18461538,
228.117407,11.3,13.71538462,23.71538462,9.053846154,11.29230769,9.392307692,22.64615385,15.48461538,8.446153846,10.75384615,
228.3352236,10.75384615,10.66153846,22.62307692,15.71538462,10.45384615,12.95384615,8.007692308,21.35384615,12.4,16,
228.5530303,13.83076923,21.88461538,8.569230769,23.03076923,22.46153846,16.60769231,13.32307692,15.07692308,6.023076923,14.63076923,
228.7708273,12.21538462,10.67692308,7.976923077,20.34615385,8.569230769,6.907692308,11.82307692,14.71538462,20.11538462,10.83076923,
228.9886144,14.86153846,21.44615385,9.376923077,10.96153846,15.60769231,19.20769231,20.34615385,13.73076923,14.01538462,16.36923077,
229.2063918,18.36923077,10.04615385,14.03076923,17.23076923,8.915384615,14.76923077,15.27692308,4.476923077,16.44615385,16.58461538,
229.4241593,17.06923077,11.94615385,17.21538462,15.21538462,27.5,11.5,14.70769231,13.27692308,10.87692308,17.21538462,
229.6419171,9.246153846,7.376923077,8.169230769,6.223076923,19.4,13.33846154,18.51538462,8.515384615,9.2,4.146153846,
229.859665,17.10769231,15.04615385,6.853846154,19.71538462,12.20769231,16.17692308,17.98461538,7.523076923,13.52307692,17.46923077,
230.0774032,17.02307692,13.06153846,14.60769231,12.91538462,16.74615385,11.97692308,11.22307692,12.20769231,12.80769231,13.9,
230.2951315,12.51538462,13.76923077,15.43076923,12.96923077,5.853846154,15.56923077,14.84615385,18.64615385,19.75384615,23.83076923,
230.51285,19.81538462,5.138461538,10.80769231,10.91538462,11.30769231,7.715384615,10.68461538,13.55384615,12.09230769,26.13076923,
230.7305587,21.33076923,18.08461538,15.35384615,22.81538462,13.8,11.63846154,17.78461538,11.90769231,16.83846154,16.6,
230.9482575,18.8,19.94615385,12.23846154,17.84615385,15.16923077,10.85384615,18.60769231,8.376923077,18.57692308,12.82307692,
231.1659466,18.65384615,24.78461538,22.53076923,14.23076923,17.87692308,14.55384615,14.13846154,16.16923077,12.33846154,15.63076923,
231.3836258,16.15384615,14.80769231,12.66923077,13.85384615,14.83076923,8.207692308,9.230769231,8.5,16.46153846,21.51538462,
231.6012952,21.83076923,17.50769231,13.19230769,12.03076923,8.261538462,18.56923077,16.41538462,15.46923077,20.71538462,19.9,
231.8189547,11.36153846,9.553846154,15.64615385,15.48461538,16.1,4.392307692,24.08461538,5.453846154,18.24615385,15.30769231,
232.0366045,14.99230769,21.94615385,16.05384615,18.46923077,18.57692308,12.31538462,14.17692308,12.16923077,13.35384615,12.66153846,
232.2542444,12.66923077,10.42307692,3.938461538,16.86923077,14.06153846,9.915384615,11.87692308,11.69230769,14.68461538,10.76153846,
232.4718744,15.94615385,13.58461538,11.38461538,19.58461538,11.75384615,13.20769231,14.20769231,12.93846154,8.807692308,21.73076923,
