Distance_(cm),Gray_Value
10.2012,54.333
10.2077,54.333
10.2143,54.333
10.2209,54.333
10.2275,54.333
10.2341,54.333
10.2407,54.333
10.2473,54.333
10.2539,55.799
10.2605,57.000
10.2670,57.000
10.2736,57.000
10.2802,57.000
10.2868,57.000
10.2934,57.000
10.3000,57.000
10.3066,56.710
10.3132,56.000
10.3198,56.000
10.3264,56.000
10.3329,56.000
10.3395,55.966
10.3461,55.481
10.3527,55.180
10.3593,54.001
10.3659,54.276
10.3725,53.885
10.3791,54.115
10.3857,54.333
10.3923,54.333
10.3988,54.333
10.4054,54.333
10.4120,54.378
10.4186,54.630
10.4252,54.883
10.4318,55.135
10.4384,55.333
10.4450,55.333
10.4516,55.333
10.4582,55.333
10.4647,55.398
10.4713,55.019
10.4779,54.333
10.4845,54.333
10.4911,54.333
10.4977,54.333
10.5043,54.333
10.5109,54.333
10.5175,54.376
10.5241,54.603
10.5306,55.653
10.5372,55.421
10.5438,55.671
10.5504,54.676
10.5570,54.383
10.5636,53.629
10.5702,53.333
10.5768,53.333
10.5834,58.233
10.5900,58.090
10.5965,58.016
10.6031,56.644
10.6097,55.823
10.6163,55.108
10.6229,54.392
10.6295,54.379
10.6361,55.547
10.6427,56.000
10.6493,56.000
10.6559,56.000
10.6624,56.000
10.6690,56.000
10.6756,56.000
10.6822,56.000
10.6888,56.819
10.6954,58.000
10.7020,58.157
10.7086,58.410
10.7152,58.662
10.7218,58.915
10.7283,59.000
10.7349,59.000
10.7415,58.549
10.7481,56.000
10.7547,56.355
10.7613,56.837
10.7679,56.669
10.7745,56.011
10.7811,56.008
10.7877,55.483
10.7942,55.693
10.8008,56.851
10.8074,57.000
10.8140,57.000
10.8206,57.000
10.8272,57.000
10.8338,57.000
10.8404,57.000
10.8470,57.000
10.8535,57.599
10.8601,58.218
10.8667,58.471
10.8733,58.724
10.8799,58.976
10.8865,59.000
10.8931,59.000
10.8997,59.000
10.9063,59.000
10.9129,59.000
10.9194,59.000
10.9260,59.000
10.9326,59.000
10.9392,59.000
10.9458,59.000
10.9524,59.000
10.9590,58.987
10.9656,59.000
10.9722,59.000
10.9788,59.000
10.9853,59.000
10.9919,59.000
10.9985,59.000
11.0051,59.000
11.0117,59.000
11.0183,57.644
11.0249,57.532
11.0315,57.785
11.0381,58.000
11.0447,58.000
11.0512,58.000
11.0578,58.000
11.0644,58.048
11.0710,57.083
11.0776,56.000
11.0842,56.000
11.0908,56.000
11.0974,56.000
11.1040,56.000
11.1106,56.000
11.1171,56.000
11.1237,56.270
11.1303,56.842
11.1369,56.333
11.1435,56.333
11.1501,56.333
11.1567,56.333
11.1633,56.333
11.1699,56.511
11.1765,57.019
11.1830,58.102
11.1896,58.873
11.1962,59.333
11.2028,59.333
11.2094,59.333
11.2160,59.333
11.2226,59.333
11.2292,59.333
11.2358,56.367
11.2424,55.289
11.2489,55.333
11.2555,54.712
11.2621,53.745
11.2687,53.333
11.2753,52.809
11.2819,52.333
11.2885,53.251
11.2951,54.333
11.3017,54.333
11.3083,54.333
11.3148,54.333
11.3214,54.333
11.3280,54.333
11.3346,54.333
11.3412,54.267
11.3478,54.000
11.3544,54.000
11.3610,54.000
11.3676,54.000
11.3742,54.000
11.3807,53.829
11.3873,53.577
11.3939,53.324
11.4005,54.822
11.4071,55.000
11.4137,55.000
11.4203,55.000
11.4269,55.000
11.4335,55.000
11.4401,55.000
11.4466,55.000
11.4532,54.568
11.4598,54.736
11.4664,55.241
11.4730,55.746
11.4796,56.251
11.4862,56.545
11.4928,56.797
11.4994,57.050
11.5059,56.536
11.5125,55.333
11.5191,55.333
11.5257,55.333
11.5323,55.333
11.5389,55.333
11.5455,55.333
11.5521,55.333
11.5587,55.333
11.5653,55.301
11.5718,55.000
11.5784,55.000
11.5850,55.000
