Distance_(cm),Gray_Value
4.40734,108.331
4.41400,108.383
4.42065,107.847
4.42731,107.717
4.43397,107.502
4.44063,107.772
4.44728,107.556
4.45394,106.639
4.46060,104.076
4.46726,100.355
4.47392,96.215
4.48057,91.321
4.48723,86.607
4.49389,83.743
4.50055,81.419
4.50720,79.089
4.51386,78.635
4.52052,78.000
4.52718,77.643
4.53383,76.667
4.54049,76.324
4.54715,75.417
4.55381,75.585
4.56046,75.494
4.56712,76.000
4.57378,76.229
4.58044,77.224
4.58709,78.000
4.59375,78.213
4.60041,79.000
4.60707,80.738
4.61373,87.929
4.62038,88.446
4.62704,89.668
4.63370,90.386
4.64036,91.277
4.64701,91.850
4.65367,92.881
4.66033,93.501
4.66699,96.290
4.67364,97.888
4.68030,101.683
4.68696,106.597
4.69362,111.110
4.70027,115.454
4.70693,119.079
4.71359,121.378
4.72025,122.462
4.72690,120.901
4.73356,120.272
4.74022,118.485
4.74688,117.835
4.75354,117.035
4.76019,117.200
4.76685,116.309
4.77351,104.809
4.78017,103.967
4.78682,103.135
4.79348,103.195
4.80014,102.325
4.80680,101.905
4.81345,101.570
4.82011,101.742
4.82677,104.071
4.83343,104.035
4.84008,103.982
4.84674,103.107
4.85340,102.890
4.86006,102.673
4.86671,102.455
4.87337,102.238
4.88003,102.642
4.88669,102.537
4.89334,101.903
4.90000,101.005
4.90666,100.045
4.91332,98.291
4.91998,97.388
4.92663,96.786
4.93329,91.261
4.93995,90.040
4.94661,88.162
4.95326,86.031
4.95992,83.263
4.96658,81.258
4.97324,79.378
4.97989,78.392
4.98655,80.118
4.99321,80.333
4.99987,80.333
5.00652,79.461
5.01318,78.466
5.01984,78.333
5.02650,77.477
5.03315,77.333
5.03981,79.024
5.04647,79.333
5.05313,79.333
5.05979,79.333
5.06644,79.333
5.07310,79.333
5.07976,79.333
5.08642,79.333
5.09307,77.731
5.09973,77.333
5.10639,78.124
5.11305,78.333
5.11970,79.113
5.12636,80.107
5.13302,80.333
5.13968,80.333
5.14633,81.091
5.15299,82.085
5.15965,83.991
5.16631,86.885
5.17296,90.713
5.17962,94.070
5.18628,96.912
5.19294,98.580
5.19959,93.462
5.20625,91.315
5.21291,91.423
5.21957,91.532
5.22623,91.641
5.23288,91.749
5.23954,91.858
5.24620,91.967
5.25286,90.909
5.25951,90.333
5.26617,90.333
5.27283,90.333
5.27949,90.333
5.28614,90.333
5.29280,90.333
5.29946,90.123
5.30612,88.332
5.31277,86.713
5.31943,86.333
5.32609,85.724
5.33275,85.333
5.33941,84.735
5.34606,84.333
5.35272,83.746
5.35938,83.915
5.36604,84.333
5.37269,83.763
5.37935,82.768
5.38601,81.774
5.39267,80.225
5.39932,79.333
5.40598,78.790
5.41264,78.871
5.41930,79.333
5.42595,79.333
5.43261,79.333
5.43927,79.333
5.44593,79.333
5.45258,79.333
5.45924,79.333
5.46590,78.839
5.47256,78.333
5.47921,78.333
5.48587,78.333
5.49253,78.333
5.49919,78.333
5.50585,78.333
5.51250,78.333
5.51916,77.433
5.52582,76.333
5.53248,76.333
5.53913,76.333
5.54579,76.333
5.55245,76.333
5.55911,76.333
5.56576,76.333
5.57242,75.910
5.57908,75.333
5.58574,75.333
5.59239,75.333
5.59905,75.333
5.60571,75.333
5.61237,75.333
5.61902,75.333
5.62568,77.082
5.63234,80.270
5.63900,80.378
5.64566,80.487
5.65231,80.596
5.65897,80.704
5.66563,80.813
5.67229,80.922
5.67894,79.757
5.68560,77.139
5.69226,77.248
5.69892,77.356
5.70557,77.465
5.71223,77.574
5.71889,77.682
5.72555,77.791
5.73220,78.055
5.73886,78.684
5.74552,78.901
5.75218,79.118
5.75883,79.333
5.76549,79.333
5.77215,79.333
5.77881,79.333
5.78546,78.872
5.79212,77.333
5.79878,77.333
5.80544,77.333
5.81210,77.333
5.81875,77.333
5.82541,77.421
5.83207,77.530
5.83873,78.328
5.84538,81.227
5.85204,80.680
5.85870,79.687
5.86536,78.169
5.87201,77.174
5.87867,76.180
5.88533,75.389
5.89199,75.619
5.89864,77.333
5.90530,77.333
5.91196,77.333
5.91862,77.333
5.92527,77.333
5.93193,77.333
5.93859,77.333
5.94525,77.377
5.95191,77.486
5.95856,77.595
5.96522,77.703
5.97188,77.812
5.97854,77.921
5.98519,78.029
5.99185,78.138
5.99851,78.306
6.00517,79.333
6.01182,79.333
6.01848,79.333
6.02514,79.333
6.03180,79.333
6.03845,79.333
6.04511,79.333
6.05177,79.333
6.05843,79.333
6.06508,79.333
